JerryWu0519/my-ai-spreadsheet	team	workos	playwright	test/e2e/playwright.config.ts:19:  /* Use 1 worker on CI since we parallelize via shards (36 shards), not workers */ test/e2e/playwright.config.ts:22:  workers: process.env.CI ? 1 : '50%',  ||SERIALDECL|| ./test/e2e/src/formatting.spec.ts:30:  test.describe.configure({ mode: 'serial' });	test/e2e/playwright.config.ts:14:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	YES	42	2	0	2026-03-03
JesusJC15/salud-de-una-web	team	auth0	playwright	ABSENT	playwright.config.ts:7:  fullyParallel: false,	NO	NO	NO	NO			NO	NO	4	2	0	2026-05-21
jjohngrey/split	team	auth0	playwright	ABSENT	playwright.config.ts:5:  fullyParallel: false,	NO	NO	NO	NO			NO	NO	2	0	0	2026-07-19
jmhumblet/candidate-schedule	team	firebase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	4	1	0	2026-06-02
johnpolacek/vibecode-party-starter	team	clerk	playwright	starter/playwright.config.ts:26:  workers: 1, 	starter/playwright.config.ts:20:  fullyParallel: false,	YES	YES	NO	YES	clerkSetup;		YES	YES	4	1	3	2025-05-27
joncoronel/skillbundle	team	clerk	playwright	playwright.config.ts:60:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:57:  fullyParallel: true,	YES	YES	YES	YES	+clerk_test;424242;clerkSetup;Testing Token;		YES	NO	39	4	1	2026-08-16
josh803316/lll-experience	team	clerk	playwright	ABSENT	ABSENT	NO	NO	NO	YES	+clerk_test;424242;		YES	NO	0	0	0	2026-08-15
juanblas09/socios	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	2	0	2025-09-25
JuanFelipep123/UNICONNECT_6_Dashboard_Frontend	team	auth0	playwright	playwright.config.ts:9:  workers: 1, 	playwright.config.ts:6:  fullyParallel: false,	NO	NO	NO	NO			NO	NO	4	1	0	2026-05-07
JuniYadi/projects-green	team	workos	playwright	playwright.config.ts:93:  workers: 1,  ||SERIALDECL|| ./.agents/skills/playwright-best-practices/core/fixtures-hooks.md:410:| Shared `page` or `context` in `beforeAll` | Stat	playwright.config.ts:90:  fullyParallel: false,	YES	YES	NO	YES	424242;		YES	NO	38	2	0	2026-08-16
justinmiller62/Parvus-Ordo	team	workos	playwright	apps/web/playwright.config.ts:11:  workers: 1, 	apps/web/playwright.config.ts:10:  fullyParallel: false,	NO	NO	NO	NO			NO	YES	1	1	0	2026-06-02
Karthikkk-24/CareConnect	team	clerk	playwright	apps/web/playwright.config.ts:10:  workers: process.env.CI ? 1 : undefined, 	apps/web/playwright.config.ts:7:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	3	2	0	2026-08-15
katsugtgz/eduadmin-pro	team	workos	playwright	playwright.config.ts:22:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:19:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	2	2	0	2026-08-05
kelvinhe04/healthora	team	clerk	playwright	frontend/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	frontend/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	19	0	1	2026-08-11
KevTiv/lumiere-v-1	team	workos	playwright	frontend/web/playwright.config.ts:16:  workers: process.env.E2E_WORKERS  ||SERIALDECL|| ./frontend/web/tests/e2e/auth-permission-enforcement.spec.ts:464:  test.describe.configure({ mode: "serial" })	frontend/web/playwright.config.ts:14:  fullyParallel: true,	YES	YES	YES	NO			YES	NO	56	3	0	2026-08-12
kil-dev/kil.dev	team	workos	playwright	playwright.config.ts:44:  workers: undefined, 	playwright.config.ts:42:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	50	0	1	2026-08-11
Kompasmigracji/KompasMigracji	team	supabase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	24	1	0	2026-08-15
KooshaPari/thegent	team	workos	playwright	docs/site/tests/playwright.config.ts:9:  workers: process.env.CI ? 1 : undefined, docs/demos/web/playwright.config.ts:12:  workers: 1,  ||SERIALDECL|| ./apps/byteport/frontend/web-next/e2e/auth/auth.setup.ts:58:setup.describe.configure({ mode: 'serial' })	docs/site/tests/playwright.config.ts:6:  fullyParallel: true,	YES	YES	NO	YES	424242;		NO	NO	0	0	1	2026-08-16
kpunith8/learn-math-tables	team	kinde	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		NO	NO	6	2	0	2026-08-15
krishna1s/react-app	team	auth0	playwright+cypress	playwright.local.config.ts:15:  workers: process.env.CI ? 1 : undefined, playwright.config.ts:15:  workers: process.env.CI ? 1 : undefined, 	playwright.local.config.ts:9:  fullyParallel: true,	YES	YES	YES	NO			YES	YES	67	12	0	2025-08-08
kudith/e-voting	team	kinde	cypress	ABSENT	ABSENT	YES	YES	NO	NO			YES	NO	36	3	0	2025-11-19
kurosawa-kuro/enviroment	team	clerk		ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	0	2026-05-31
lassestilvang/dayflow-minimax-m2	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	24	2	0	2025-11-06
lassestilvang/todo-gemini-3-pro-preview	team	workos	playwright	playwright.config.ts:24:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:15:  fullyParallel: true,	NO	NO	NO	NO			YES	YES	53	7	0	2026-08-10
leoogomez7/digital-commerce-hub-main	team	kinde	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	1	0	0	2026-07-21
liorwn/workscanner	team	clerk	playwright	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	60	1	0	2026-08-03
lizardkingLK/alice	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	YES	52	6	1	2026-08-16
lleonori/gymnasium-ionic	team	auth0	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	YES	YES	NO	NO			NO	YES	9	4	0	2026-07-22
lucia-gomez/personal-website-v2	team	auth0	cypress	ABSENT	ABSENT	YES	YES	NO	NO			NO	NO	11	4	0	2025-06-24
Luigi-Faldetta/fit-log	team	clerk		ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	0	2026-03-24
lukakh1/posts	team	supabase	playwright	playwright.config.ts:9:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:6:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	2	0	0	2025-10-27
lukehodges/ironheart-platform	team	workos	playwright	playwright.config.ts:25:  workers: 1, 	playwright.config.ts:22:  fullyParallel: false, // sequential so we can observe state changes	YES	YES	YES	NO			YES	YES	18	1	0	2026-08-15
macseem/wikismith	team	workos	playwright	apps/web/playwright.config.ts:15:  workers: 1,  ||SERIALDECL|| ./apps/web/e2e/wiki-flow.spec.ts:7:test.describe.configure({ mode: 'serial' });	apps/web/playwright.config.ts:12:  fullyParallel: false,	NO	NO	NO	NO			NO	YES	2	1	0	2026-02-26
MadickAngeCesar/ama-fyp	team	clerk	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	YES	41	2	0	2026-03-14
Mahhen/rtms	team	firebase	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	1	1	1	2026-02-03
malek-abbassi/OtakuShelf	team	supertokens	playwright	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	11	3	1	2025-09-17
MALOK142/cypress-realworld-app	team	auth0	cypress	ABSENT	ABSENT	YES	YES	NO	NO			YES	NO	65	10	0	2026-04-30
manus42ppi/socialflow-pro	team	clerk	playwright	playwright.config.js:8:  workers: process.env.CI ? 1 : 3,  ||SERIALDECL|| ./e2e/post-history.spec.js:4:test.describe.configure({ mode: 'serial' });	playwright.config.js:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		NO	YES	12	1	0	2026-06-25
MarkKropf/payload-auth-workos	team	workos	playwright	dev/playwright.config.ts:19:  workers: process.env.CI ? 1 : undefined, playwright.config.ts:24:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:18:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	3	0	6	2026-05-12
mateotiedra/next-boilerplate	team	kinde	playwright	playwright.config.ts:11:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	6	2	0	2026-04-10
Math244244/Avantage-QUIZZ	team	firebase	playwright	playwright.config.js:24:  workers: process.env.CI ? 1 : undefined, 	playwright.config.js:21:  fullyParallel: true,	YES	YES	NO	YES	424242;		NO	YES	16	2	0	2025-11-21
matheuscarp123/medical-appointment-saas	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES	424242;		NO	NO	3	3	1	2025-05-21
MatheusSimonaci/finorg-app	team	workos	playwright	finorg/playwright.config.ts:7:  workers: process.env.CI ? 2 : 1, 	ABSENT	YES	YES	NO	YES	424242;	inbucket;	YES	NO	12	5	0	2026-07-29
MathiasVogel/hslu-techradar	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO		ethereal;	YES	NO	16	14	0	2026-03-05
MCPJam/inspector	team	workos	playwright	mcpjam-inspector/playwright.oauth-debugger.config.ts:19:  workers: 1, mcpjam-inspector/playwright.config.ts:20:  workers: process.env.CI ? 2 : undefined, 	mcpjam-inspector/playwright.oauth-debugger.config.ts:16:  fullyParallel: false,	NO	NO	NO	YES	424242;grant_type;		YES	NO	82	3	2139	2026-08-16
Medirate/Medirate-Testing	team	kinde	playwright	playwright.config.ts:15:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:9:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	2	0	0	2025-12-11
mejay4u/Medicare-portal-descope	team	descope	playwright	apps/web/playwright.config.ts:14:  workers: process.env.CI ? 1 : undefined, 	apps/web/playwright.config.ts:11:  fullyParallel: true,	YES	NO	NO	NO			NO	NO	0	0	0	2026-06-11
mia-cx/maal	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	0	2026-07-13
MikeDev75015/mikeonline-cv	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES	424242;		YES	YES	0	0	0	2026-03-07
misterwhite44/ubeer	team	auth0	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	0	0	2025-06-30
mnaoizy/wyssn	team	kinde	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	0	0	2025-12-14
mohammed-shakir/webbase	team	auth0	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	6	0	0	2025-04-24
moonklabs/sprintable	team	firebase	playwright	apps/web/playwright.config.ts:16:  workers: process.env['CI'] ? 1 : undefined,  ||SERIALDECL|| ./apps/web/e2e/onboarding.spec.ts:6:  test.describe.configure({ mode: 'serial' });	apps/web/playwright.config.ts:13:  fullyParallel: true,	YES	YES	NO	NO			YES	YES	18	2	14	2026-08-16
mrkoonapp/mrkoon-audit	team	auth0	playwright	playwright.config.ts:11:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	YES	424242;		NO	NO	3	0	0	2026-08-11
muhamed1222/chrono	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	5	3	0	2025-06-06
multicam/bush	team	workos	playwright	bp/playwright.config.ts:12:  workers: 1, src/web/playwright.config.ts:14:  workers: process.env.CI ? 1 : undefined, 	bp/playwright.config.ts:11:  fullyParallel: false,	NO	NO	NO	NO		mailpit;	YES	NO	37	2	0	2026-05-12
muratariku0903/summary-training	team	descope	playwright	ABSENT	ABSENT	YES	YES	YES	NO		mailpit;	YES	NO	10	3	0	2025-12-20
MyKhode/simple-online-shopping-khqr	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	1	5	2025-05-31
naabu/naabu	team	firebase	playwright	playwright.config.mjs:11:  workers: 1, 	ABSENT	NO	NO	NO	YES			NO	NO	0	0	26	2026-02-13
nanameru/AI-Agent-Taiyo	team	workos	playwright	playwright.config.ts:33:  /* Limit workers to prevent browser crashes */ playwright.config.ts:34:  workers: process.env.CI ? 2 : 2, 	playwright.config.ts:28:  fullyParallel: true,	NO	NO	NO	NO			YES	YES	8	2	2	2026-06-25
nandaarafi/rag-llm-interface	team	kinde	playwright	playwright.config.ts:34:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:28:  fullyParallel: true,	YES	YES	YES	NO			YES	YES	5	1	0	2026-01-14
nathanjohnpayne/friends-and-family-billing	team	firebase	playwright	ABSENT	ABSENT	NO	NO	NO	YES	connectAuthEmulator;		YES	NO	49	1	0	2026-08-10
neo4j/neo4j-browser	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	YES	0	0	831	2026-08-06
neu-cs4530/spring26-project-group-102	team	auth0	playwright	client/playwright.config.mjs:15:  workers: 1, 	ABSENT	NO	NO	NO	NO			YES	YES	43	4	1	2026-04-10
NeuronaXSAS/MiAurora.App	team	workos	playwright	aurora-app/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	aurora-app/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	3	2	1	2026-03-21
nicoard12/Ticketing-system-front	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	8	0	0	2026-04-26
Nishant1600/ORION_Jstreet	team	clerk	playwright	playwright.config.ts:5:  workers: 1,  ||SERIALDECL|| ./e2e/rag-vector-store.spec.ts:6:  test.describe.configure({ mode: 'serial' });	ABSENT	NO	NO	NO	YES	424242;grant_type;		YES	NO	669	16	0	2026-08-15
NubiaGessi/cypress-realworld-app	team	auth0	cypress	ABSENT	ABSENT	YES	YES	NO	NO			YES	NO	59	12	0	2025-03-24
nursyah21/chatai-app	team	kinde	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	1	0	0	2025-05-20
om-raheja/SDx	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	21	1	0	2026-05-19
OmGupta2473/moonznails	team	firebase+supabase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES			YES	NO	2	2	0	2026-07-16
OmuNaman/hackerai-local-selfhost	team	workos	playwright	playwright.config.ts:24:  workers: 3, // Allow 3 concurrent workers (one per tier spec) 	playwright.config.ts:21:  fullyParallel: true, // Run spec files in parallel (each tier uses different user)	YES	YES	YES	NO			YES	YES	45	2	0	2026-07-30
ontoneio/popcorn-loop	team	supertokens	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	0	0	0	2025-12-12
openclimatefix/quartz-frontend	team	auth0	cypress	ABSENT	ABSENT	YES	YES	NO	YES	424242;		NO	YES	1	1	111	2026-08-15
Orbital-InstaFood/InstaFood	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES			YES	NO	11	4	0	2025-08-30
ot-nemoto/daily-hub	team	clerk	playwright	playwright.config.ts:13: * - データ競合を避けるため直列実行（workers: 1） playwright.config.ts:18:  workers: 1, 	playwright.config.ts:17:  fullyParallel: false,	YES	YES	YES	YES	clerkSetup;setupClerkTestingToken;		NO	YES	13	1	0	2026-08-11
OzGyptian/Mend	team	firebase	playwright	playwright.vercel.config.ts:11:  workers: 1, playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:20:  fullyParallel: true,	YES	YES	NO	YES			YES	NO	43	3	0	2026-07-29
PackmindHub/packmind	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	YES	424242;		NO	NO	0	0	307	2026-08-15
PacMac-Mobile-LLC/P3-Lending-Protocol2	team	supabase	playwright	ABSENT	playwright.config.ts:9:  fullyParallel: true,	NO	NO	NO	NO		inbucket;	YES	NO	16	4	1	2026-02-17
parkk27/spark-daily-digest	team	supabase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	0	2026-08-10
PBLIZZ/portfolio-tracker	team	clerk	playwright	playwright.config.ts:9:  workers: 1,  ||SERIALDECL|| ./e2e/auth.setup.ts:11:setup.describe.configure({ mode: "serial" });	playwright.config.ts:7:  fullyParallel: false,	YES	NO	YES	YES	+clerk_test;		NO	NO	16	1	0	2026-06-18
permitio/permit-auth0-example-app	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	0	2025-07-10
phkoenig/kessel-boilerplate	team	clerk	playwright	playwright.config.ts:11:  workers: process.env.CI ? "100%" : 1, 	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	21	1	0	2026-08-08
pkunv/fitgather	team	kinde	playwright	playwright.config.ts:22:  workers: undefined, 	playwright.config.ts:16:  fullyParallel: false,	YES	YES	YES	NO			NO	YES	2	0	1	2025-11-02
planetaryescape/blah.chat	team	clerk	playwright	apps/web/playwright.config.ts:13:  workers: process.env.CI ? 1 : undefined, apps/web/playwright.smoke.config.ts:16:  workers: 1, 	apps/web/playwright.config.ts:10:  fullyParallel: true,	YES	NO	NO	YES	424242;testing token;		YES	NO	34	1	7	2026-08-01
Plant-for-the-Planet-org/planet-webapp	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	YES	424242;		YES	NO	2	0	42	2026-08-14
plural-reality/cartographer-oss	team	workos	playwright	playwright.config.ts:13:  workers: isCI ? 1 : undefined, 	playwright.config.ts:10:  fullyParallel: true,	NO	NO	NO	NO		inbucket;	NO	NO	27	1	0	2026-07-17
pmfleming/MyStarQuest	team	firebase	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	YES			YES	YES	22	1	0	2026-06-17
polubis/WebBlog	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES			NO	NO	0	0	8	2025-03-21
preciaaa/Scrummies-SPM	team	supabase	playwright	playwright.config.js:32:  workers: process.env.CI ? 1 : 1, // Use 1 worker to avoid database conflicts 	playwright.config.js:23:  fullyParallel: false, // Set to false for projects to avoid conflicts	YES	NO	NO	YES	424242;		YES	YES	30	3	0	2025-11-08
procella-dev/procella	team	descope	playwright	ABSENT	playwright.config.ts:10: fullyParallel: false,	YES	YES	NO	NO			YES	NO	27	2	0	2026-08-14
progress8080/next-fitness-dojo	team	kinde	playwright	playwright.config.js:22:  workers: process.env.CI ? 1 : undefined, 	playwright.config.js:16:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	1	0	1	2025-06-08
protoEvangelion/monai	team	clerk	playwright	ABSENT	playwright.config.ts:17:  fullyParallel: false,	YES	NO	NO	NO			NO	NO	2	0	0	2026-07-21
Qbiak-code/stafford-thai-boxing-gym	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	0	2025-08-31
QRun-IO/qqq-frontend-next	team	auth0	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	NO	21	0	0	2026-07-12
Radit024/toorock.verse	team	supabase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	0	2026-04-05
rafay99-epic/envpilot.dev	team	workos	playwright	apps/web/playwright.config.ts:4:// into process.env for the config, the auth setup and the test workers. apps/web/playwright.config.ts:21:  // Parallel workers are safe because each worker mutates its OWN fixture  ||SERIALDECL|| ./apps/web/tests/e2e/authenticated/sharing-tags-export.spec.ts:28:test.describe.configure({ mode: "serial" });	apps/web/playwright.config.ts:18:  fullyParallel: true,	YES	YES	YES	NO		mailtrap;	YES	YES	52	38	0	2026-08-15
rajnishkhatri/AgentsFramework	team	workos	playwright	frontend/playwright.config.ts:79:  workers: 1,  ||SERIALDECL|| ./frontend/e2e/integration/bff-thread-crud.spec.ts:12:test.describe.configure({ mode: "serial" });	frontend/playwright.config.ts:76:  fullyParallel: false,	YES	YES	NO	YES	424242;testing token;		YES	YES	98	2	0	2026-08-11
rasendubi/oleksii.shmalko.com	team	firebase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	1	0	12	2026-02-22
RegulomeDB/regulome-ui	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	22	1	0	2026-06-08
RiploData/riplo-evals-battleground	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	YES	NO	NO	NO			YES	NO	28	1	0	2026-06-25
Rise-Republic/Websets	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	8	1	0	2025-10-27
RishabhGupta19/two-hearts-chat	team	firebase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	0	2026-05-05
RoleModel/betanxt-issuer-portal	team	supabase	playwright	mock-api-server/playwright.config.ts:18:  workers: process.env.CI ? 1 : undefined, issuer-portal/playwright.config.ts:17:  workers: process.env.CI ? 1 : undefined, 	mock-api-server/playwright.config.ts:12:  fullyParallel: true,	YES	NO	NO	YES	424242;		YES	YES	40	2	0	2026-08-14
RSSAgents/tandem	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	8	4	0	2026-04-09
ruheni/discussions	team	workos	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	0	0	5	2026-04-08
rush-shale/it35-lab	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	0	2025-06-05
RUSTYBM7/shipnow-portal	team	supabase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	NO	4	2	0	2026-05-28
rvarbanov/saas-starter	team	workos	playwright	playwright.config.ts:83:  workers: playwrightWorkers, 	playwright.config.ts:80:  fullyParallel: true,	YES	YES	YES	NO			YES	NO	12	6	0	2026-08-15
RyanLisse/rra-v2	team	kinde	playwright	playwright.config.standalone.ts:16:  workers: process.env.CI ? 1 : undefined, playwright.config.simple.ts:8:  workers: 1,  ||SERIALDECL|| ./tests/e2e/complete-system-test.spec.ts:4:  test.describe.configure({ mode: 'serial' }); // Run tests sequentially to a	playwright.config.standalone.ts:7:  fullyParallel: true,	YES	YES	YES	YES	424242;		YES	YES	112	16	0	2025-12-15
saldanaj97/atlaris	team	clerk	playwright	playwright.config.ts:92:  workers: 1, playwright.config.ts:115:      workers: 1,  ||SERIALDECL|| ./tests/playwright/smoke/auth.settings-headings.spec.ts:3:test.describe.configure({ mode: 'serial' });	playwright.config.ts:102:  fullyParallel: false,	YES	YES	NO	YES	+clerk_test;clerkSetup;	inbucket;	YES	YES	322	14	1	2026-08-13
samayhuf-star/Adiology-23Dec-New	team	clerk+supabase	playwright	playwright.lambdatest.config.ts:15: * - workers: '50%' - Uses 50% of CPU cores for parallel execution playwright.lambdatest.config.ts:16: *   - Set LT_WORKERS env var to override (e.g., LT_WORKERS=4 for 4 parallel worker	playwright.lambdatest.config.ts:14: * - fullyParallel: true - Enables parallel execution of tests	NO	NO	NO	NO			YES	YES	3	1	0	2026-01-18
sanir321/hackerr	team	workos	playwright	playwright.config.ts:16:  workers: 3, // Allow 3 concurrent workers (one per tier spec) 	playwright.config.ts:13:  fullyParallel: true, // Run spec files in parallel (each tier uses different user)	YES	YES	YES	NO			NO	YES	32	6	1	2026-07-16
sanspoof/SuperScale	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	2	0	2025-09-11
SantiLopezLasheras/kotoba	team	kinde	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	1	0	0	2025-05-16
SchoolOfCode/final-project_front-end-untrodden	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	2	0	2025-03-06
SDG-AI-Lab/Digital_Technologies_Radar	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	9	0	16	2025-12-16
seandonn-boston/Atlas	team	workos	playwright	ABSENT	playwright.config.ts:6:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	17	0	0	2026-05-27
sebkopsi/Programsko-inzenjerstvo	team	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	4	0	2026-01-29
sefi-uzan/yanshuf-ai	team	kinde	playwright	playwright.config.ts:21:  workers: process.env.CI ? 1 : 1, 	playwright.config.ts:15:  fullyParallel: true,	YES	NO	NO	NO			NO	YES	8	6	0	2025-11-07
Shadowfiend2504/consumo-servicios-pwa	team	firebase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	7	6	0	2026-08-15
shubhamsingh7905282843-cpu/VahanConnect	team	clerk	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	0	2026-07-26
sikander1020/Forge-AI-Pentest-Assistant	team	workos	playwright	playwright.config.ts:16:  workers: 3, // Allow 3 concurrent workers (one per tier spec) 	playwright.config.ts:13:  fullyParallel: true, // Run spec files in parallel (each tier uses different user)	YES	YES	YES	NO			YES	YES	37	1	0	2026-08-03
SIO-Delhi/sio-delhi.github.io	team	clerk	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		NO	NO	14	4	1	2026-06-14
sohail7946/Agency-tool	team	workos	playwright	ABSENT	agency-os/playwright.config.ts:5: fullyParallel: true,	NO	NO	NO	NO			YES	NO	15	2	0	2026-05-31
sotomaque/eng-hub	team	clerk	playwright	apps/web/playwright.config.ts:14:  workers: process.env.CI ? 1 : undefined,  ||SERIALDECL|| ./apps/web/e2e/project-billets.spec.ts:4:  test.describe.configure({ mode: "serial" });	apps/web/playwright.config.ts:11:  fullyParallel: true,	YES	YES	YES	YES	clerkSetup;testing token;	inbucket;	NO	NO	37	1	4	2026-05-29
spideryarn/hellozenno	team	supabase	playwright	ABSENT	ABSENT	NO	NO	NO	NO		inbucket;	YES	NO	3	3	1	2026-05-25
srteerra/pitmydoro	team	firebase	playwright	playwright.config.ts:11:  workers: isCI ? '50%' : undefined, 	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	5	0	19	2026-07-05
stevenbarash/steven-b2b-react-sample-app	team	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	2	2	0	2025-11-27
steveruizok/globs	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	249	2026-05-24
stianglomsrod/klar	team	supabase	playwright	ABSENT	playwright.config.ts:9:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	8	1	0	2026-07-19
stytchauth/stytch-browser	vendor	stytch	cypress	ABSENT	ABSENT	NO	NO	NO	NO		mailosaur;	YES	NO	3	3	0	2026-08-14
suleimanaidev/inference-logic	team	supabase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	0	2026-05-25
